chr	start	end	strand	NM	intron	dedub.puro-RNA11-0048-1_S2_R.txt	dedub.puro-RNA11-0050-1_S3_R.txt	dedub.puro-RNA11-0052-1_S4_R.txt	dedub.puro-RNA11-0054-1_S5_R.txt	dedub.puro-RNA11-0056-1_S6_R.txt	dedub.puro-RNA11-0058-1_S7_R.txt	dedub.puro-RNA11-0060-1_S8_R.txt	dedub.puro-RNA11-0062-1_S9_R.txt	dedub.puro-RNA11-0068-1_S10_R.txt	dedub.puro-RNA11-0070-1_S11_R.txt	dedub.puro-RNA11-0072-1_S12_R.txt	dedub.puro-RNA11-0074-1_S13_R.txt	dedub.puro-RNA11-0076-1_S14_R.txt	dedub.puro-RNA11-0078-1_S15_R.txt	dedub.puro-RNA17-50741-1_S1_R.txt	dedub.wt-RNA11-0047-1_S17_R.txt	dedub.wt-RNA11-0049-1_S18_R.txt	dedub.wt-RNA11-0051-1_S19_R.txt	dedub.wt-RNA11-0053-1_S20_R.txt	dedub.wt-RNA11-0055-1_S21_R.txt	dedub.wt-RNA11-0057-1_S22_R.txt	dedub.wt-RNA11-0059-1_S23_R.txt	dedub.wt-RNA11-0061-1_S24_R.txt	dedub.wt-RNA11-0067-1_S25_R.txt	dedub.wt-RNA11-0069-1_S26_R.txt	dedub.wt-RNA11-0071-1_S27_R.txt	dedub.wt-RNA11-0073-1_S28_R.txt	dedub.wt-RNA11-0075-1_S29_R.txt	dedub.wt-RNA11-0077-1_S30_R.txt	dedub.wt-RNA17-50740-1_S16_R.txt	dedub.wt-RNAIVS10-2AG-1_S12_R.txt	puro-RNAIVS10-2pAG-1_S11_R.txt
NC_000017.10	41243023	41295858	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900288	32903578	-	NM_000059	INTRON	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41234629	41242960	+	NM_007294	INTRON	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197524	41228607	+	NM_007294	INTRON	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899309	32900248	-	NM_000059	INTRON	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41247863	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32949840	32950806	-	NM_000059	INTRON	0	0	0	0	15	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0
NC_000013.10	32899321	32903579	-	NM_000059	INTRON	0	0	0	0	0	0	0	84	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0
NC_000013.10	32900659	32903596	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893252	32976422	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900707	32903269	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276118	41277293	+	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32917132	32953468	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226537	41228504	+	NM_007294	INTRON	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893248	33053746	+	NM_000059	INTRON	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41247872	41251806	-	NM_007294	INTRON	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918782	33059470	+	NM_000059	INTRON	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41246495	41276116	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890571	33170520	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
NC_000013.10	32893459	32903577	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000013.10	32954282	32968825	-	NM_000059	INTRON	1525	2203	273	2589	1303	1679	3390	3840	1907	3546	1982	1678	2265	1232	3967	485	1265	1286	2165	1696	973	975	1342	1177	1066	1583	741	1463	1573	1230	1051	1056
NC_000013.10	32954157	33015399	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900418	32900635	+	NM_000059	INTRON	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32953502	33519156	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905098	32906990	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32890664	32931633	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277293	-	NR_027676	INTRON	524	661	22	869	1185	3	466	1024	251	192	530	432	985	515	1767	484	198	608	649	45	530	512	92	318	487	359	103	729	268	311	857	1324
NC_000013.10	32899274	32900700	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32910499	33065232	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41246407	41247882	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
NC_000013.10	32900650	32900673	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32968897	32968923	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906462	32941150	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223255	41234420	+	NM_007294	INTRON	0	0	0	0	6	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277338	41295433	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32954035	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000013.10	32900393	32903608	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32889804	32890558	-	NM_000059	INTRON	11554	6713	1782	33610	15119	10855	21950	12008	7796	17531	11460	14013	9066	19358	31156	4016	3858	7124	18981	8114	7833	10424	4786	6459	9610	6994	5911	6296	10876	15513	4797	7009
NC_000017.10	41267796	41277287	-	NM_007294	INTRON	2	0	0	0	0	69	0	12	125	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	53	0	0	0	0	0	0
NC_000017.10	41256171	41276114	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0
NC_000013.10	32968973	33077655	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228628	41234420	+	NM_007294	INTRON	159	501	28	501	758	1407	906	669	1249	1228	826	770	575	293	869	181	532	645	821	413	335	1021	410	359	131	1349	253	563	464	663	361	540
NC_000013.10	32937473	33134783	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41267800	41276033	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32887046	32968828	-	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277334	41310143	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203105	41227449	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256214	41256239	-	NM_007294	INTRON	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41196490	41197723	+	NM_007294	INTRON	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277357	41476700	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899301	32900412	-	NM_000059	INTRON	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41194393	41246772	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226538	41277293	+	NM_007298	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247960	41249260	-	NM_007294	INTRON	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	421	0	0	0	0	0	0
NC_000017.10	41256278	41256402	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
NC_000017.10	41197257	41209125	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41277399	41322228	+	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41222949	41223015	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32971181	32972360	-	NM_000059	INTRON	0	0	0	257	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223019	41434647	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953927	32954058	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219712	41223037	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258523	41341629	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32900644	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0
NC_000017.10	41241806	41242960	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41271282	41276033	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
NC_000017.10	41197819	41199659	-	NM_007294	INTRON	436	1404	638	2932	2895	820	2937	1296	1581	2344	1827	1378	1810	1395	3903	790	1154	1621	2235	2000	482	1972	1018	1498	651	1442	859	1645	468	2232	1711	1840
NC_000013.10	32890618	32990457	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197572	41203109	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0
NC_000013.10	32911114	33073892	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41262597	41267742	-	NM_007294	INTRON	0	0	0	0	3	0	0	0	0	0	70	0	0	0	0	0	22	0	95	50	0	0	0	1	0	2	0	0	0	0	82	0
NC_000013.10	32890664	32891918	+	NM_000059	INTRON	32	5	0	0	0	0	0	0	0	40	0	0	0	0	0	0	25	0	0	0	0	8	20	0	0	0	0	0	0	0	12	0
NC_000017.10	41201143	41204261	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32931686	32931878	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
NC_000017.10	41223152	41226371	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256191	41256884	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954264	32962043	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929202	33145524	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32958168	32971034	-	NM_000059	INTRON	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900708	33226248	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32900663	32906758	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277339	41504804	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906415	32907118	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
NC_000017.10	41197700	41411548	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226542	41228508	+	NM_007298	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219712	41222955	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32926506	32971153	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906432	32907054	+	NM_000059	INTRON	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944696	32945094	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234493	41234552	-	NM_007294	INTRON	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228631	41234420	+	NM_007300	INTRON	213	1100	215	2361	2597	1558	2560	1840	1634	1981	3032	1917	1650	1278	3425	410	831	976	2137	997	470	1623	1031	1668	789	1588	1077	1439	1811	1207	1025	869
NC_000013.10	32964018	32968825	-	NM_000059	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893462	32899216	+	NM_000059	INTRON	0	0	0	225	2	0	206	0	0	58	0	84	110	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	252	0	0	0
NC_000013.10	32930610	33063785	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32936830	32944538	-	NM_000059	INTRON	0	0	0	0	49	0	0	0	0	0	0	237	0	0	28	0	0	0	0	0	5	0	0	0	0	0	0	1	6	0	10	0
NC_000013.10	32958509	32968825	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89
NC_000013.10	32907524	32920963	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
NC_000013.10	32954168	33087537	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258515	41504032	-	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41250948	41276887	-	NR_027676	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912687	33431517	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
NC_000017.10	41223253	41226347	-	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277287	-	NR_027676	INTRON	2	1148	220	668	2203	423	1515	754	537	1093	1982	408	912	421	1304	74	616	467	988	518	100	720	879	120	142	420	300	539	327	1613	689	1682
NC_000013.10	32893232	32893327	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
NC_000013.10	32937411	33070281	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900706	32903130	+	NM_000059	INTRON	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32905055	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258482	41276199	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
NC_000017.10	41215709	41215916	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41243491	41440920	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32950806	+	NM_000059	INTRON	1590	1607	310	3287	2907	1236	2566	6489	1490	3256	2433	2170	3322	1388	3411	81	1325	578	2359	1024	1297	1487	1415	1421	1317	1425	1065	2602	1592	1394	2481	1332
NC_000013.10	32900280	32900407	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32905055	-	NM_000059	INTRON	3790	4552	506	7211	5138	2571	2683	9610	3450	3457	6048	3835	4920	4825	7232	1039	2844	750	2226	2273	963	1942	1648	2470	1884	2884	1340	2080	2755	2363	1290	1589
NC_000017.10	41199728	41201136	-	NM_007294	INTRON	0	38	0	0	0	0	0	0	0	1	0	0	11	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NC_000013.10	32957266	32971034	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41193374	41256138	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32929425	32930647	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
NC_000013.10	32950928	32953886	-	NM_000059	INTRON	0	2	0	149	0	0	0	7	68	0	104	125	0	75	7	93	0	0	0	0	0	0	0	0	16	0	0	0	22	0	0	0
NC_000017.10	41256957	41258531	-	NM_007294	INTRON	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209084	41372530	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953625	33033200	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32950806	-	NM_000059	INTRON	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890660	32893213	-	NM_000059	INTRON	0	51	0	0	0	0	0	0	0	0	0	8	14	3	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
NC_000017.10	41223171	41226486	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
NC_000013.10	32930590	32972420	+	NM_000059	INTRON	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905104	32907255	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
NC_000013.10	32899234	32900652	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950974	32953453	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0
NC_000017.10	41256272	41267742	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953899	33002716	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41223213	41223234	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0
NC_000013.10	32950901	33128375	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41234550	41276056	+	NM_007294	INTRON	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249305	41251791	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243645	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41246760	+	NM_007294	INTRON	201	434	0	154	270	176	0	187	14	194	275	0	119	185	136	123	189	428	148	72	86	79	324	150	96	25	38	158	0	432	2	0
NC_000013.10	32906538	32907102	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
NC_000017.10	41197521	41228602	+	NM_007294	INTRON	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32893219	+	NM_000059	INTRON	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
