chr	start	end	strand	NM	intron	R9_01.txt	R9_02.txt	R9_03.txt	R9_04.txt	R9_05.txt	R9_06.txt	R9_07.txt	R9_08.txt	R9_09.txt	R9_10.txt	R9_11.txt	R9_12.txt	R9_13.txt	R9_14.txt	R9_15.txt	R9_16.txt	R9_17.txt	R9_18.txt	R9_19.txt	R9_20.txt
NC_000017.10	41226538	41231350	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
NC_000013.10	32889110	32949506	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41267800	41276033	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	6	0	0	0
NC_000013.10	32900253	33170276	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
NC_000017.10	41234557	41237982	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969067	32971033	+	NM_000059	INTRON	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41257976	41258472	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
NC_000017.10	41244191	41450882	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32952038	32971032	+	NM_000059	INTRON	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915324	32954192	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32954282	32962687	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41267765	41415916	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912042	32920963	+	NM_000059	INTRON	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247960	41249260	-	NM_007294	INTRON	57	66	0	33	4	4	0	0	1	17	3	0	0	71	4	8	7	0	13	15
NC_000013.10	32912153	33122345	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41256278	41256402	+	NM_007294	INTRON	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954050	32954150	+	NM_000059	INTRON	0	27	0	0	0	40	0	0	0	0	0	19	0	0	0	11	0	0	8	0
NC_000017.10	41209152	41209264	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	2	0	0
NC_000017.10	41243628	41282832	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32944603	+	NM_000059	INTRON	0	4	0	0	0	0	0	0	0	37	0	65	0	0	0	0	2	0	8	0
NC_000013.10	32971181	32972360	-	NM_000059	INTRON	32	57	1	74	0	0	0	11	0	0	5	63	0	0	0	0	0	3	10	0
NC_000017.10	41276925	41277287	-	NR_027676	INTRON	0	0	0	15	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953927	32954058	+	NM_000059	INTRON	0	49	0	47	0	89	0	0	28	38	0	0	45	0	0	16	16	41	0	0
NC_000017.10	41187665	41201137	+	NM_007294	INTRON	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954189	32979423	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900285	32900378	+	NM_000059	INTRON	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0
NC_000013.10	32906471	32933519	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41188652	41256145	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32940962	32950661	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41271282	41276033	-	NM_007294	INTRON	0	0	21	32	0	2	0	17	4	8	4	10	0	38	17	0	7	23	0	20
NC_000017.10	41197819	41199659	-	NM_007294	INTRON	41004	28077	19585	27072	8050	15801	18828	19505	8972	13070	13308	24754	10969	27752	17378	47970	17076	21728	27282	66432
NC_000013.10	32890423	32890533	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NC_000017.10	41219712	41228504	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	14	0	0	0	0
NC_000017.10	41215972	41219627	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0
NC_000013.10	32972364	33291555	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32957244	33031019	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953620	32953937	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32942903	32954168	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NC_000013.10	32890664	32891918	+	NM_000059	INTRON	0	0	0	0	0	54	0	0	0	0	0	51	0	0	0	0	2	0	5	56
NC_000017.10	41215386	41215904	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41262597	41267742	-	NM_007294	INTRON	77	90	0	52	4	34	8	36	14	26	2	123	1	10	2	133	20	41	74	24
NC_000017.10	41226538	41226860	-	NM_007294	INTRON	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	38
NC_000017.10	41199726	41201137	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NC_000013.10	32932065	32936659	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	3	1	2	0	0
NC_000017.10	41223044	41260311	-	NM_007294	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201143	41204261	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912672	32953618	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32918728	32952118	-	NM_000059	INTRON	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41187665	41201137	-	NM_007294	INTRON	0	0	8	0	15	2	0	0	0	0	10	0	0	0	0	22	0	0	0	0
NC_000017.10	41226403	41406451	+	NM_007294	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197826	41199659	+	NM_007294	INTRON	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32947107	32969019	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223253	41234418	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277311	41321797	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NC_000013.10	32893309	32977592	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32905174	32912733	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972494	33273962	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953648	32953934	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32972376	33167586	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197700	41411548	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276412	-	NM_007294	INTRON	0	26	0	0	0	48	0	0	0	0	30	42	0	2	0	10	0	2	8	0
NC_000017.10	41188432	41197678	-	NM_007294	INTRON	9	57	0	0	0	0	0	0	0	0	0	0	0	15	0	27	0	1	0	0
NC_000013.10	32943533	32944538	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
NC_000017.10	41228631	41234420	+	NM_007300	INTRON	9740	7924	3726	4903	3671	7817	224	1180	1184	1789	2881	1254	962	974	59	639	1493	3292	645	404
NC_000013.10	32893462	32899216	+	NM_000059	INTRON	0	400	0	176	68	102	0	54	9	173	71	160	4	0	13	1	70	197	17	4
NC_000017.10	41199715	41394938	+	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258132	41258494	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
NC_000013.10	32945237	33125858	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32930610	33063785	+	NM_000059	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32936830	32944538	-	NM_000059	INTRON	6	82	0	18	2	14	20	11	0	0	28	60	0	0	0	26	9	20	0	0
NC_000017.10	41223035	41244995	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32954168	33087537	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32920963	+	NM_000059	INTRON	0	0	0	48	0	12	0	0	0	0	0	0	55	3	0	0	0	0	0	1
NC_000017.10	41247890	41370905	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32910889	32915258	-	NM_000059	INTRON	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930701	33093834	+	NM_000059	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249154	41249260	+	NM_007294	INTRON	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893382	32944667	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32973177	33130981	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277287	-	NR_027676	INTRON	5661	6416	1982	5755	1790	5429	2890	4020	739	4624	2679	4908	914	4209	1770	4766	2774	4533	1334	4125
NC_000017.10	41223253	41226347	-	NM_007294	INTRON	2	3	4	4	8	3	1	6	0	4	11	1	0	26	1	2	0	3	6	2
NC_000013.10	32900706	32903130	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32915443	32931945	+	NM_000059	INTRON	0	1	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	3	0	0
NC_000017.10	41228611	41451063	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
NC_000013.10	32954280	33212280	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
NC_000017.10	41223054	41430701	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41215709	41215916	-	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32950806	+	NM_000059	INTRON	18563	40159	9914	31521	9658	22333	6169	25481	7817	49694	19649	43336	15164	36284	8650	19735	21400	42870	11729	31670
NC_000017.10	41215968	41217467	-	NM_007294	INTRON	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203122	41365049	-	NM_007294	INTRON	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32905055	-	NM_000059	INTRON	1287	3357	286	1115	540	2776	111	275	36	432	237	79	17	127	4	118	199	624	54	0
NC_000013.10	32944660	33014211	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41199728	41201136	-	NM_007294	INTRON	178	33	113	54	59	0	84	58	33	0	23	25	13	73	161	65	59	34	118	96
NC_000017.10	41276053	41410311	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32945143	33040790	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
NC_000013.10	32944694	32949450	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0
NC_000017.10	41219712	41228504	-	NM_007294	INTRON	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0
NC_000013.10	32929425	32930647	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32950928	32953886	-	NM_000059	INTRON	0	204	0	83	0	41	0	0	0	20	0	0	0	0	0	12	0	0	0	0
NC_000013.10	32944694	32945096	+	NM_000059	INTRON	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203114	41437769	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32973224	33125308	-	NM_000059	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32950806	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32921031	32928997	+	NM_000059	INTRON	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41245985	41486861	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890660	32893213	-	NM_000059	INTRON	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41246739	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32998869	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32910946	32932056	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41276055	41280177	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226509	41228504	+	NM_007294	INTRON	0	66	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NC_000013.10	32950974	32953453	-	NM_000059	INTRON	0	129	25	5	8	48	0	0	0	0	0	0	64	0	0	0	0	27	0	0
NC_000013.10	32961926	32971068	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41203134	41203267	-	NM_007294	INTRON	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953899	33002716	+	NM_000059	INTRON	1	1	1	0	0	1	0	2	0	3	2	4	1	5	0	0	3	1	0	5
NC_000017.10	41209076	41427982	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32930564	-	NM_000059	INTRON	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249305	41251791	+	NM_007294	INTRON	2	1	2	0	0	2	0	0	0	0	0	0	0	4	0	5	0	0	0	0
NC_000017.10	41243645	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	8	0	0	0	0
NC_000017.10	41234589	41242251	-	NM_007294	INTRON	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41246760	+	NM_007294	INTRON	747	1140	689	477	259	912	0	246	34	310	286	56	0	262	2	91	347	483	130	95
NC_000013.10	32890664	32893219	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	48	0	0	0	0
NC_000017.10	41209151	41215349	+	NM_007294	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267774	41318399	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32944666	33055905	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32971122	33084109	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41246016	41353462	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32946595	32950806	+	NM_000059	INTRON	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41276132	41276753	+	NM_007294	INTRON	971	1470	483	453	389	800	77	167	78	288	348	138	62	142	22	65	137	410	0	81
NC_000017.10	41267796	41271137	-	NM_007294	INTRON	16	0	19	45	0	55	0	2	28	66	0	0	14	55	14	0	14	20	0	7
NC_000013.10	32954270	33121356	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000017.10	41276115	41277287	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32970133	+	NM_000059	INTRON	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256278	41256893	-	NM_007294	INTRON	49	0	0	0	0	0	0	0	0	25	0	79	0	15	16	10	7	6	8	62
NC_000013.10	32936679	32944603	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
NC_000013.10	32954163	33000470	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226385	41546160	+	NM_007294	INTRON	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243608	41247862	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223
NC_000017.10	41258550	41262143	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226358	41544330	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32926507	32971153	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219709	41222943	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NC_000013.10	32970253	32971034	-	NM_000059	INTRON	62	76	74	6	54	34	0	0	0	22	21	0	0	4	0	9	23	5	0	14
NC_000013.10	32906441	33040956	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1
NC_000013.10	32954264	32977286	+	NM_000059	INTRON	0	9	0	0	0	14	0	0	21	0	0	0	0	0	0	12	0	0	0	0
NC_000013.10	32906417	32925543	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NC_000013.10	32906983	32907451	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32954264	32964663	-	NM_000059	INTRON	0	2	0	0	0	0	0	0	6	4	0	0	0	30	0	0	2	0	0	0
NC_000013.10	32928018	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	4	0	0
NC_000017.10	41276068	41369142	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276039	41320192	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41276132	41322142	+	NR_027676	INTRON	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41246823	+	NM_007294	INTRON	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32953887	+	NM_000059	INTRON	7	54	7	20	6	10	2	12	3	11	2	11	4	15	3	22	10	11	5	8
NC_000017.10	41277218	41392862	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_000017.10	41228625	41234420	-	NM_007294	INTRON	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276544	-	NM_007294	INTRON	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256278	41258472	-	NM_007294	INTRON	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276119	41277198	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
NC_000017.10	41234517	41274403	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0
NC_000017.10	41219629	41219652	-	NM_007294	INTRON	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953483	32953504	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NC_000013.10	32903584	32978187	-	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954163	33000470	+	NM_000059	INTRON	1	0	3	6	0	0	0	0	1	6	2	2	0	1	0	1	0	1	0	0
NC_000017.10	41222957	41366545	-	NM_007294	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223007	41223100	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41210383	41215349	+	NM_007294	INTRON	0	135	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
NC_000013.10	32971122	33084109	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905167	32906408	-	NM_000059	INTRON	1452	3178	180	1059	575	2880	136	308	68	492	376	271	30	80	16	159	334	676	50	16
NC_000013.10	32954282	32967164	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
NC_000017.10	41276132	41321773	-	NR_027676	INTRON	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41277198	-	NM_007294	INTRON	0	94	0	11	0	0	55	14	0	0	10	0	31	0	10	8	0	3	0	0
NC_000013.10	32953656	32953945	+	NM_000059	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41186895	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41234629	41242960	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	10	0
NC_000017.10	41201167	41441139	-	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32888526	32945163	+	NM_000059	INTRON	0	0	1	0	0	1	0	0	0	4	2	0	1	0	0	1	0	1	0	0
NC_000013.10	32907524	32910401	-	NM_000059	INTRON	1334	2581	357	714	512	1550	11	81	10	113	108	58	6	40	0	89	92	265	0	33
NC_000017.10	41228613	41467356	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41277199	-	NR_027676	INTRON	1	2	2	10	0	2	7	1	0	0	2	0	0	0	2	0	0	4	0	0
NC_000017.10	41203085	41339724	-	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276119	41322142	-	NM_007294	INTRON	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905166	32906408	-	NM_000059	INTRON	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32949479	-	NM_000059	INTRON	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41229099	41231350	-	NM_007300	INTRON	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	24	0	0	0	0
NC_000013.10	32949543	32950805	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
NC_000017.10	41199707	41329056	+	NM_007294	INTRON	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953652	32953940	-	NM_000059	INTRON	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41228623	41432922	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929188	33082457	+	NM_000059	INTRON	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219624	41222944	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	16	0	0	0	0
NC_000013.10	32931914	33090527	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32937593	32982957	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930739	32931916	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41219712	41222875	-	NM_007294	INTRON	0	28	0	63	0	59	0	0	0	16	0	0	0	37	0	43	11	39	43	144
NC_000017.10	41276855	41475579	-	NR_027676	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32902050	32971034	-	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950925	32953452	+	NM_000059	INTRON	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197819	41199654	-	NM_007294	INTRON	53	54	0	57	0	55	51	30	8	0	31	132	55	0	2	115	0	16	44	141
